2026-03-19 01:12:40.042532,"We need a frontend developer skilled in HTML, CSS, JavaScript, and React. Experience with responsive design and REST APIs is a plus.",62994611,AGRICULTURE,0.1281661970193588
2026-03-19 01:12:40.042532,"We need a frontend developer skilled in HTML, CSS, JavaScript, and React. Experience with responsive design and REST APIs is a plus.",83816738,INFORMATION-TECHNOLOGY,0.11928177237540474
2026-03-19 01:12:40.042532,"We need a frontend developer skilled in HTML, CSS, JavaScript, and React. Experience with responsive design and REST APIs is a plus.",35990852,DESIGNER,0.11801957498246243
2026-03-19 01:12:40.042532,"We need a frontend developer skilled in HTML, CSS, JavaScript, and React. Experience with responsive design and REST APIs is a plus.",51588273,ENGINEERING,0.11528367119017802
2026-03-19 01:12:40.042532,"We need a frontend developer skilled in HTML, CSS, JavaScript, and React. Experience with responsive design and REST APIs is a plus.",33141415,CONSTRUCTION,0.10404354127785875
2026-03-19 01:12:40.042532,"We need a frontend developer skilled in HTML, CSS, JavaScript, and React. Experience with responsive design and REST APIs is a plus.",47603843,CHEF,0.09797193633476926
2026-03-19 01:12:40.042532,"We need a frontend developer skilled in HTML, CSS, JavaScript, and React. Experience with responsive design and REST APIs is a plus.",18795567,DESIGNER,0.09791708220224664
2026-03-19 01:12:40.042532,"We need a frontend developer skilled in HTML, CSS, JavaScript, and React. Experience with responsive design and REST APIs is a plus.",16186411,INFORMATION-TECHNOLOGY,0.09636750127534986
2026-03-19 01:12:40.043531,"We need a frontend developer skilled in HTML, CSS, JavaScript, and React. Experience with responsive design and REST APIs is a plus.",12144825,AVIATION,0.09363834265678202
2026-03-19 01:12:40.043531,"We need a frontend developer skilled in HTML, CSS, JavaScript, and React. Experience with responsive design and REST APIs is a plus.",20674668,INFORMATION-TECHNOLOGY,0.09193924363826797
2026-03-19 01:12:49.070611,"We need a frontend developer skilled in HTML, CSS, JavaScript, and React. Experience with responsive design and REST APIs is a plus.",62994611,AGRICULTURE,0.1281661970193588
2026-03-19 01:12:49.070611,"We need a frontend developer skilled in HTML, CSS, JavaScript, and React. Experience with responsive design and REST APIs is a plus.",83816738,INFORMATION-TECHNOLOGY,0.11928177237540474
2026-03-19 01:12:49.070611,"We need a frontend developer skilled in HTML, CSS, JavaScript, and React. Experience with responsive design and REST APIs is a plus.",35990852,DESIGNER,0.11801957498246243
2026-03-19 01:12:49.070611,"We need a frontend developer skilled in HTML, CSS, JavaScript, and React. Experience with responsive design and REST APIs is a plus.",51588273,ENGINEERING,0.11528367119017802
2026-03-19 01:12:49.070611,"We need a frontend developer skilled in HTML, CSS, JavaScript, and React. Experience with responsive design and REST APIs is a plus.",33141415,CONSTRUCTION,0.10404354127785875
2026-03-19 01:12:49.070611,"We need a frontend developer skilled in HTML, CSS, JavaScript, and React. Experience with responsive design and REST APIs is a plus.",47603843,CHEF,0.09797193633476926
2026-03-19 01:12:49.070611,"We need a frontend developer skilled in HTML, CSS, JavaScript, and React. Experience with responsive design and REST APIs is a plus.",18795567,DESIGNER,0.09791708220224664
2026-03-19 01:12:49.071611,"We need a frontend developer skilled in HTML, CSS, JavaScript, and React. Experience with responsive design and REST APIs is a plus.",16186411,INFORMATION-TECHNOLOGY,0.09636750127534986
2026-03-19 01:12:49.071611,"We need a frontend developer skilled in HTML, CSS, JavaScript, and React. Experience with responsive design and REST APIs is a plus.",12144825,AVIATION,0.09363834265678202
2026-03-19 01:12:49.071611,"We need a frontend developer skilled in HTML, CSS, JavaScript, and React. Experience with responsive design and REST APIs is a plus.",20674668,INFORMATION-TECHNOLOGY,0.09193924363826797
